label_name,target_hit,target_indices,query_indices,AP,HR,RR
lung opacity,"[False, True, True, True, True, True, True, True, True, True]","[461, 1321, 1462, 3053, 1692, 1869, 2680, 540, 2541, 2860]",13,0.7856701940035273,0.9,0.5
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2993, 848, 972, 265, 1258, 2906, 969, 1308, 629, 48]",14,1.0,1.0,1.0
lung opacity,"[False, True, True, False, True, False, True, True, True, True]","[2021, 2473, 1891, 2517, 3042, 2214, 622, 20, 2462, 376]",16,0.6185374149659862,0.7,0.5
lung opacity,"[True, True, True, True, False, True, True, True, True, True]","[2647, 3119, 2217, 3121, 1834, 1470, 657, 2172, 2121, 2405]",17,0.9282627865961199,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[3037, 1413, 2082, 845, 1868, 2295, 854, 287, 416, 1964]",19,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, False, True, True, True]","[1678, 1558, 3110, 1522, 323, 2602, 1585, 3185, 306, 499]",20,0.9626543209876544,0.9,1.0
lung opacity,"[True, True, False, True, True, True, True, True, True, True]","[657, 26, 1834, 2116, 441, 695, 2327, 2121, 17, 2338]",21,0.8782627865961199,0.9,1.0
lung opacity,"[True, True, True, True, True, True, False, True, True, True]","[3019, 398, 1511, 2205, 2434, 2203, 1381, 2863, 41, 2228]",22,0.9626543209876544,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2416, 2699, 1729, 272, 2155, 3188, 502, 2150, 658, 2557]",23,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, False, True, True]","[1468, 2395, 2967, 765, 1222, 762, 96, 255, 99, 2791]",24,0.9765432098765433,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[21, 331, 2116, 1297, 657, 1944, 3069, 2121, 1445, 1470]",26,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, False, True, True]","[165, 1022, 1563, 1111, 2770, 2624, 2192, 1133, 1080, 2659]",27,0.9765432098765433,0.9,1.0
lung opacity,"[True, True, False, True, True, True, True, True, True, True]","[3118, 482, 1657, 2736, 2804, 2012, 1467, 2718, 1110, 3176]",28,0.8782627865961199,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2019, 3052, 1220, 2130, 2044, 1237, 2057, 2540, 2329, 1917]",29,1.0,1.0,1.0
lung opacity,"[True, True, True, False, True, True, True, True, False, False]","[309, 678, 1169, 1147, 2597, 713, 3100, 325, 1177, 114]",30,0.9093537414965985,0.7,1.0
lung opacity,"[True, True, True, True, True, False, True, False, True, True]","[163, 434, 487, 1117, 1509, 1795, 958, 1225, 2063, 1772]",31,0.9293650793650794,0.8,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[858, 1634, 2677, 945, 402, 2888, 1897, 2667, 2955, 2217]",32,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[3013, 2688, 1239, 2818, 3005, 1322, 1854, 2859, 748, 1237]",33,1.0,1.0,1.0
lung opacity,"[True, True, True, False, False, False, True, True, True, True]","[653, 495, 291, 2229, 904, 1200, 1985, 2004, 1857, 2634]",35,0.7947278911564626,0.7,1.0
lung opacity,"[True, True, True, True, False, True, True, True, True, True]","[2245, 2411, 697, 1684, 1573, 1159, 575, 2859, 1736, 3013]",36,0.9282627865961199,0.9,1.0
lung opacity,"[True, True, True, False, True, True, True, True, True, True]","[427, 2471, 688, 924, 1383, 1680, 859, 2200, 1366, 1532]",37,0.9060405643738976,0.9,1.0
lung opacity,"[True, True, True, True, False, True, True, True, True, True]","[2471, 1680, 859, 403, 924, 2280, 1532, 427, 883, 2017]",38,0.9282627865961199,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, False, True, True]","[1981, 1820, 1264, 1337, 2586, 1903, 430, 2307, 2058, 2754]",39,0.9765432098765433,0.9,1.0
lung opacity,"[True, False, True, True, True, True, True, True, True, True]","[2094, 2594, 522, 3143, 3156, 2535, 1518, 2717, 2590, 2767]",40,0.8412257495590829,0.9,1.0
lung opacity,"[True, True, True, True, True, True, False, True, True, True]","[2140, 2182, 1511, 280, 122, 1460, 977, 2815, 254, 784]",41,0.9626543209876544,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[808, 1247, 613, 277, 2318, 968, 2993, 2145, 97, 1506]",42,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2689, 1506, 1539, 2294, 2136, 1920, 378, 2133, 650, 2433]",43,1.0,1.0,1.0
lung opacity,"[True, False, True, True, True, True, True, True, False, True]","[2732, 1288, 477, 2230, 2087, 2972, 140, 1045, 1950, 626]",45,0.8227678571428572,0.8,1.0
lung opacity,"[False, True, True, False, False, True, True, False, True, False]","[299, 1744, 1307, 2877, 1483, 1382, 1783, 2046, 2050, 907]",46,0.5587301587301587,0.5,0.5
lung opacity,"[True, True, True, True, True, True, True, True, False, True]","[969, 1308, 1129, 1700, 2720, 2398, 1238, 1939, 628, 1163]",48,0.9888888888888889,0.9,1.0
lung opacity,"[True, True, True, True, True, True, False, True, True, True]","[2888, 1725, 2217, 1208, 3027, 762, 1834, 3121, 1387, 2760]",51,0.9626543209876544,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[1711, 1796, 1894, 2526, 2377, 2764, 3151, 2138, 660, 2389]",52,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[177, 3123, 899, 945, 243, 3111, 2007, 2363, 3013, 1944]",53,1.0,1.0,1.0
lung opacity,"[True, False, True, True, True, True, True, True, True, True]","[1351, 946, 2928, 296, 3167, 1449, 789, 2152, 1362, 2768]",54,0.8412257495590829,0.9,1.0
lung opacity,"[False, False, True, False, False, True, True, True, True, False]","[154, 2616, 2692, 1377, 2903, 3136, 1726, 366, 2156, 50]",55,0.43015873015873013,0.5,0.3333333333333333
lung opacity,"[True, True, True, True, True, True, True, True, True, False]","[1704, 2335, 230, 1919, 2037, 153, 632, 2130, 3002, 2696]",56,1.0,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[756, 868, 2442, 1898, 1326, 3013, 60, 431, 99, 243]",57,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, False, True, True]","[1518, 89, 108, 878, 1927, 2236, 2419, 2267, 1275, 1150]",59,0.9765432098765433,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2859, 1901, 2888, 2738, 3044, 2768, 1256, 760, 540, 831]",60,1.0,1.0,1.0
lung opacity,"[True, True, True, False, True, True, True, True, False, True]","[1523, 2221, 2024, 2502, 2713, 2794, 2226, 2721, 2821, 1610]",61,0.8956845238095238,0.8,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[1522, 3086, 1823, 1478, 3105, 2316, 1900, 1498, 2367, 229]",62,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, False, True, True, True, True]","[2127, 140, 1999, 2182, 2998, 977, 280, 1045, 2786, 1499]",64,0.9467813051146384,0.9,1.0
lung opacity,"[True, True, False, True, True, True, True, True, True, True]","[2207, 3178, 1705, 2174, 1313, 931, 2878, 1517, 2972, 3012]",65,0.8782627865961199,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, False]","[2799, 2098, 82, 297, 1053, 1660, 582, 2331, 602, 1824]",66,1.0,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[362, 667, 1086, 2275, 391, 1379, 1496, 2171, 1928, 791]",67,1.0,1.0,1.0
lung opacity,"[True, True, True, False, True, True, True, True, True, True]","[208, 2164, 2447, 1229, 2970, 2651, 1378, 229, 626, 477]",68,0.9060405643738976,0.9,1.0
lung opacity,"[True, True, True, True, False, True, True, True, True, True]","[1228, 332, 1741, 1858, 654, 967, 167, 2416, 175, 3095]",69,0.9282627865961199,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[1298, 297, 3066, 872, 612, 986, 1415, 2224, 2799, 2144]",70,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2891, 2437, 650, 1534, 2890, 895, 1459, 2648, 2689, 587]",71,1.0,1.0,1.0
lung opacity,"[True, True, False, True, True, True, True, True, True, True]","[615, 2750, 686, 532, 790, 1599, 1173, 79, 1998, 3145]",72,0.8782627865961199,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2970, 139, 2531, 1252, 1019, 477, 208, 1258, 1249, 140]",73,1.0,1.0,1.0
lung opacity,"[False, True, True, True, True, True, True, True, True, True]","[103, 1858, 1769, 3147, 228, 222, 623, 2849, 2388, 2090]",75,0.7856701940035273,0.9,0.5
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[357, 1953, 65, 1985, 3055, 729, 2898, 2648, 2093, 1173]",77,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[296, 2720, 2475, 427, 554, 48, 969, 3090, 456, 192]",78,1.0,1.0,1.0
lung opacity,"[False, True, True, True, True, True, True, True, True, False]","[686, 615, 1250, 1895, 2030, 2518, 2750, 738, 3145, 2611]",79,0.7713789682539682,0.8,0.5
lung opacity,"[True, True, False, True, True, False, True, True, True, True]","[2503, 2775, 2502, 971, 1474, 788, 259, 1227, 1421, 2207]",80,0.8240079365079365,0.8,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[1702, 1640, 2859, 634, 568, 748, 2762, 2195, 2306, 2842]",81,1.0,1.0,1.0
lung opacity,"[True, False, True, True, True, True, True, False, True, True]","[1957, 2644, 139, 66, 2418, 666, 1660, 1824, 2098, 3164]",82,0.8106150793650794,0.8,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[475, 1500, 1096, 1861, 1467, 1414, 1247, 1490, 2164, 2983]",83,1.0,1.0,1.0
lung opacity,"[True, True, True, False, True, False, True, True, True, False]","[979, 1429, 2566, 2311, 1797, 1643, 1624, 200, 110, 2771]",85,0.8631519274376417,0.7,1.0
lung opacity,"[False, True, False, True, True, True, True, True, True, True]","[2097, 2933, 1381, 1453, 2040, 2265, 241, 159, 1349, 1842]",86,0.6635912698412698,0.8,0.5
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2570, 530, 2879, 741, 449, 2985, 1042, 2102, 1784, 158]",87,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[1327, 1402, 2678, 396, 1668, 387, 2804, 343, 1940, 1467]",88,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2467, 1969, 1909, 781, 2401, 1035, 471, 2368, 1752, 541]",89,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2796, 1440, 2929, 1894, 2866, 2279, 716, 1796, 376, 3032]",90,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2402, 507, 1470, 2738, 1297, 657, 17, 2338, 288, 1172]",91,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, False, True, True, True, True]","[2398, 3176, 964, 21, 2822, 2281, 562, 2947, 2338, 2341]",93,0.9467813051146384,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[444, 1119, 1378, 2813, 622, 158, 1149, 528, 1681, 1045]",94,1.0,1.0,1.0
lung opacity,"[False, True, True, False, False, True, True, False, False, True]","[1409, 318, 1659, 2117, 76, 2837, 801, 922, 428, 109]",95,0.5476190476190477,0.5,0.5
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[760, 2738, 121, 60, 635, 2110, 2791, 1338, 2210, 3044]",96,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, False, True, True]","[2995, 808, 2993, 1350, 265, 2393, 378, 2414, 1892, 1506]",97,0.9765432098765433,0.9,1.0
lung opacity,"[True, True, True, True, True, False, True, True, True, True]","[1104, 1808, 2505, 2063, 1422, 2452, 3046, 3062, 1264, 1844]",98,0.9467813051146384,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2800, 2733, 60, 2210, 1901, 2884, 1270, 431, 3013, 2881]",99,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[1905, 995, 665, 2885, 769, 1077, 455, 1424, 1590, 213]",100,1.0,1.0,1.0
lung opacity,"[True, True, False, False, False, False, False, False, False, True]","[1099, 1726, 3150, 2240, 980, 50, 490, 1816, 116, 1117]",101,0.7666666666666666,0.3,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2643, 2193, 388, 1981, 418, 2190, 2373, 1509, 1121, 1264]",105,1.0,1.0,1.0
lung opacity,"[True, True, True, False, True, False, True, True, True, True]","[655, 949, 466, 1094, 2549, 3047, 1975, 2561, 1593, 3023]",106,0.8552579365079365,0.8,1.0
lung opacity,"[False, True, True, True, True, True, True, True, True, True]","[1458, 3086, 1974, 1124, 2769, 706, 1714, 1665, 375, 622]",108,0.7856701940035273,0.9,0.5
lung opacity,"[True, True, True, True, True, False, True, True, True, True]","[801, 318, 1790, 3127, 1017, 1083, 228, 2388, 2886, 95]",109,0.9467813051146384,0.9,1.0
lung opacity,"[True, True, True, False, False, False, True, True, True, True]","[1421, 1456, 2213, 852, 1576, 2942, 2735, 1353, 653, 881]",110,0.7947278911564626,0.7,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2044, 221, 2540, 320, 214, 1704, 2175, 2057, 632, 2329]",112,1.0,1.0,1.0
lung opacity,"[False, True, True, True, True, True, True, True, True, True]","[1946, 2537, 14, 2858, 848, 613, 1173, 3118, 604, 2993]",113,0.7856701940035273,0.9,0.5
lung opacity,"[True, True, True, False, True, True, True, True, True, True]","[2859, 3101, 2491, 1451, 3013, 2894, 2762, 2831, 2233, 1702]",115,0.9060405643738976,0.9,1.0
lung opacity,"[False, True, True, True, True, True, True, True, True, True]","[415, 2825, 2845, 1356, 1890, 1639, 445, 2670, 2841, 2011]",117,0.7856701940035273,0.9,0.5
lung opacity,"[True, True, True, True, True, True, True, False, True, True]","[1053, 2453, 1338, 821, 2129, 2879, 2777, 3183, 530, 540]",118,0.9765432098765433,0.9,1.0
lung opacity,"[True, True, True, False, True, True, True, True, True, True]","[2728, 1784, 528, 1827, 1460, 706, 2970, 1438, 2226, 3061]",119,0.9060405643738976,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2110, 760, 2738, 96, 2888, 734, 2791, 1256, 60, 1837]",121,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, False, True]","[41, 64, 1823, 2182, 280, 1567, 3086, 2232, 2438, 424]",122,0.9888888888888889,0.9,1.0
lung opacity,"[True, True, True, True, True, True, False, True, True, True]","[222, 1571, 979, 1821, 1947, 274, 2502, 2084, 452, 2014]",123,0.9626543209876544,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[1650, 1662, 2917, 2351, 2020, 2620, 2713, 1798, 1306, 1572]",124,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, False, True, False]","[376, 821, 1460, 2089, 622, 3042, 2640, 977, 1219, 2517]",125,0.9861111111111112,0.8,1.0
lung opacity,"[True, True, True, True, True, True, False, True, True, True]","[2831, 115, 2578, 2491, 1223, 3029, 1451, 2233, 575, 1979]",126,0.9626543209876544,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[499, 465, 2557, 3188, 2129, 1875, 1750, 342, 13, 1391]",127,1.0,1.0,1.0
lung opacity,"[False, False, False, True, False, True, True, False, True, True]","[2421, 1994, 1673, 1797, 1576, 1521, 2246, 1083, 1715, 1760]",129,0.39126984126984127,0.5,0.25
lung opacity,"[False, True, True, True, True, True, False, True, False, True]","[518, 1632, 2071, 767, 143, 193, 63, 2514, 1093, 3182]",130,0.7142857142857144,0.7,0.5
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[3148, 1647, 2210, 2738, 220, 1064, 2888, 3027, 1489, 695]",131,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, False, True, True, True, True]","[2565, 2950, 1086, 2607, 2491, 1614, 204, 1676, 2171, 2557]",137,0.9467813051146384,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[1279, 821, 1935, 3072, 333, 1681, 622, 766, 1180, 2232]",138,1.0,1.0,1.0
lung opacity,"[True, False, True, True, True, True, True, True, True, True]","[1122, 1240, 2228, 3125, 82, 2450, 424, 1135, 2164, 2271]",139,0.8412257495590829,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[64, 280, 3061, 1135, 2998, 2182, 2970, 1372, 139, 2371]",140,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2859, 2306, 465, 2762, 1256, 3074, 2257, 2894, 220, 3013]",141,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[587, 2890, 2891, 2689, 355, 650, 1149, 2354, 1534, 1490]",142,1.0,1.0,1.0
lung opacity,"[True, True, True, True, False, False, True, False, True, True]","[1390, 297, 756, 765, 1464, 63, 2967, 255, 1714, 2144]",143,0.8687074829931973,0.7,1.0
lung opacity,"[True, True, True, True, False, True, True, True, True, True]","[1644, 2331, 1053, 1369, 1573, 1338, 2884, 1869, 2411, 3180]",144,0.9282627865961199,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[949, 1032, 2236, 2935, 1620, 3090, 1592, 1106, 2272, 1593]",146,1.0,1.0,1.0
lung opacity,"[True, True, True, False, True, True, True, True, True, True]","[2361, 1963, 67, 1614, 2082, 1379, 391, 3037, 791, 839]",148,0.9060405643738976,0.9,1.0
lung opacity,"[True, True, True, True, True, False, False, True, True, True]","[820, 989, 1772, 707, 3008, 50, 922, 2638, 384, 958]",149,0.9159722222222222,0.8,1.0
lung opacity,"[True, True, False, True, False, True, True, True, True, True]","[2154, 760, 977, 1665, 1395, 2123, 867, 1900, 1612, 1053]",150,0.8073412698412699,0.8,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2335, 2130, 2037, 936, 1237, 214, 1341, 2329, 1634, 2044]",153,1.0,1.0,1.0
lung opacity,"[True, True, False, True, True, True, True, False, True, True]","[1143, 576, 1834, 1875, 2178, 3123, 2738, 2425, 3053, 3121]",155,0.852281746031746,0.8,1.0
lung opacity,"[True, True, True, True, True, True, False, True, True, True]","[1005, 229, 2042, 822, 1870, 787, 2443, 2450, 892, 1272]",156,0.9626543209876544,0.9,1.0
lung opacity,"[True, True, False, True, False, False, True, True, True, True]","[226, 1867, 2425, 155, 1585, 2109, 2957, 1594, 456, 3164]",157,0.7590136054421769,0.7,1.0
lung opacity,"[True, True, True, True, True, False, True, True, True, True]","[1045, 1594, 2048, 821, 1053, 977, 3126, 449, 1874, 580]",158,0.9467813051146384,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[1113, 2029, 1301, 569, 2531, 2726, 265, 1010, 192, 2817]",159,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2765, 1645, 217, 634, 1603, 2789, 421, 2894, 1495, 659]",160,1.0,1.0,1.0
lung opacity,"[False, True, True, False, True, False, False, False, False, True]","[2003, 2009, 820, 494, 1549, 2332, 111, 802, 2752, 989]",161,0.5416666666666666,0.4,0.5
lung opacity,"[True, True, True, True, True, True, False, True, True, True]","[31, 434, 1509, 2951, 958, 487, 1795, 3172, 1452, 2163]",163,0.9626543209876544,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, False, True]","[376, 2338, 272, 331, 406, 1907, 648, 1965, 2214, 2668]",164,0.9888888888888889,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2245, 218, 635, 1080, 1111, 27, 2770, 2411, 1563, 2624]",165,1.0,1.0,1.0
lung opacity,"[False, True, True, True, True, True, True, True, False, True]","[1464, 2790, 2830, 1103, 2514, 2916, 99, 412, 2867, 1461]",166,0.7602678571428572,0.8,0.5
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[274, 1572, 175, 2579, 65, 2758, 2337, 951, 2747, 307]",167,1.0,1.0,1.0
lung opacity,"[True, False, True, True, True, True, True, True, True, True]","[583, 3043, 2055, 2239, 3063, 1610, 1861, 1101, 3015, 1247]",169,0.8412257495590829,0.9,1.0
lung opacity,"[True, True, True, False, True, True, True, True, True, True]","[3086, 2703, 1499, 1240, 2815, 2392, 2450, 139, 2079, 2807]",170,0.9060405643738976,0.9,1.0
lung opacity,"[True, True, True, True, False, True, True, False, False, True]","[1842, 655, 1150, 296, 1175, 1366, 953, 1433, 1864, 651]",172,0.9129251700680271,0.7,1.0
lung opacity,"[False, False, True, True, True, True, False, True, True, False]","[2771, 803, 1174, 2077, 200, 1670, 2365, 2015, 1620, 560]",174,0.5652777777777777,0.6,0.3333333333333333
lung opacity,"[True, True, True, True, True, True, True, True, True, False]","[660, 2803, 411, 716, 1419, 3130, 1983, 1880, 2469, 616]",175,1.0,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[498, 387, 1264, 2313, 2069, 2829, 1497, 3059, 343, 958]",176,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[3123, 945, 2210, 2257, 3188, 60, 1559, 740, 220, 2178]",177,1.0,1.0,1.0
lung opacity,"[True, True, True, True, False, True, True, False, False, False]","[947, 2668, 1034, 1277, 2259, 1318, 402, 44, 607, 162]",178,0.9484126984126983,0.6,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2892, 3164, 1691, 693, 456, 3044, 2800, 2418, 831, 1270]",180,1.0,1.0,1.0
lung opacity,"[True, True, False, True, True, True, True, True, True, False]","[2057, 828, 373, 219, 1425, 1070, 1954, 542, 544, 3034]",181,0.8755456349206349,0.8,1.0
lung opacity,"[True, True, False, False, True, False, False, False, True, True]","[1914, 2184, 2521, 1628, 520, 1996, 2502, 2390, 2488, 668]",182,0.7088888888888889,0.5,1.0
lung opacity,"[True, False, True, True, True, False, True, True, True, False]","[2057, 681, 1699, 544, 181, 3034, 1156, 2742, 219, 954]",183,0.7798185941043084,0.7,1.0
lung opacity,"[True, True, True, False, True, True, True, True, True, True]","[2043, 88, 1975, 1293, 2960, 1317, 770, 1467, 749, 795]",184,0.9060405643738976,0.9,1.0
lung opacity,"[True, True, False, True, True, True, True, True, True, True]","[901, 1032, 1004, 862, 3115, 595, 1502, 2292, 2002, 3070]",185,0.8782627865961199,0.9,1.0
lung opacity,"[True, False, False, True, True, True, True, True, True, True]","[554, 628, 2964, 296, 2743, 1130, 241, 1163, 1129, 1301]",187,0.7260912698412698,0.8,1.0
lung opacity,"[True, True, True, True, True, True, True, False, True, True]","[973, 2185, 2634, 1047, 1574, 2077, 2798, 904, 1568, 3155]",188,0.9765432098765433,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[1272, 938, 2515, 2783, 436, 2711, 1038, 714, 988, 1309]",189,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, True, True, True, False, False]","[3143, 2043, 2481, 2535, 720, 2029, 1008, 1010, 1193, 2962]",190,1.0,0.8,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[1090, 2908, 37, 226, 427, 2362, 746, 337, 1075, 2906]",191,1.0,1.0,1.0
lung opacity,"[True, False, True, True, True, True, True, True, True, True]","[1129, 3098, 1123, 2550, 1301, 2102, 427, 1691, 2653, 158]",192,0.8412257495590829,0.9,1.0
lung opacity,"[False, True, False, True, True, True, True, False, False, False]","[1093, 1062, 2660, 510, 782, 130, 2658, 585, 672, 508]",193,0.5961904761904762,0.5,0.5
lung opacity,"[False, True, True, True, True, False, True, False, True, True]","[1293, 1138, 1975, 795, 2260, 356, 1317, 1385, 2040, 2612]",194,0.6853741496598641,0.7,0.5
lung opacity,"[True, False, True, True, True, True, True, True, True, False]","[527, 461, 2546, 3120, 3088, 530, 3185, 2509, 1692, 1585]",195,0.8338789682539682,0.8,1.0
lung opacity,"[True, True, False, True, True, True, False, True, True, True]","[1558, 395, 1027, 2235, 2462, 1522, 1287, 3065, 3053, 1484]",196,0.8388888888888889,0.8,1.0
lung opacity,"[True, True, True, True, False, False, True, False, True, True]","[2422, 2268, 795, 2622, 2591, 2853, 2710, 1029, 2412, 735]",197,0.8687074829931973,0.7,1.0
lung opacity,"[True, True, True, True, True, True, True, False, False, True]","[19, 2534, 305, 1793, 377, 142, 339, 860, 415, 916]",198,0.975,0.8,1.0
lung opacity,"[True, True, False, True, True, False, True, True, True, True]","[2915, 2131, 203, 2634, 397, 1991, 1410, 2904, 3115, 495]",199,0.8240079365079365,0.8,1.0
lung opacity,"[False, True, True, True, True, True, True, False, True, True]","[1260, 1571, 1421, 951, 3073, 1359, 1762, 2724, 2015, 65]",200,0.7481150793650794,0.8,0.5
lung opacity,"[True, True, True, True, True, False, True, True, True, True]","[1734, 2353, 1758, 3120, 1784, 2281, 2947, 1888, 1799, 1119]",201,0.9467813051146384,0.9,1.0
lung opacity,"[True, True, True, True, True, True, True, True, True, True]","[2416, 1894, 2035, 344, 342, 411, 1145, 1440, 2585, 724]",202,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True, False, True, True, True, True]","[1676, 1086, 1484, 1012, 1371, 912, 141, 362, 196, 67]",204,0.9467813051146384,0.9,1.0
lung opacity,"[False, True, True, True, True, False, True, False, True, True]","[2397, 1745, 2131, 2634, 495, 1444, 35, 284, 2904, 3155]",205,0.6853741496598641,0.7,0.5
lung opacity,"[True, True, True, False, True, True, True, False, True, True]","[1874, 1428, 270, 3098, 2985, 1001, 2120, 1267, 1095, 1992]",206,0.883531746031746,0.8,1.0
