label_name,target_hit,target_indices,AP,HR,RR
right lung opacity,"[True, False, True]","[2480, 607, 2541]",0.8333333333333333,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[2624, 1111, 2905]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[848, 2107, 454]",1.0,1.0,1.0
right lung opacity,"[True, False, True]","[2920, 2927, 2085]",0.8333333333333333,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[2202, 2095, 3122]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[332, 2812, 52]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1130, 206, 2269]",1.0,1.0,1.0
right lung opacity,"[True, True, False]","[2331, 1448, 18]",1.0,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[660, 1729, 1983]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1821, 2832, 2174]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1836, 1963, 2852]",1.0,1.0,1.0
right lung opacity,"[True, False, False]","[2075, 1827, 2599]",1.0,0.3333333333333333,1.0
right lung opacity,"[True, True, True]","[2993, 1506, 1972]",1.0,1.0,1.0
right lung opacity,"[True, False, False]","[1726, 731, 284]",1.0,0.3333333333333333,1.0
right lung opacity,"[False, True, True]","[1188, 1900, 622]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, True, True]","[528, 1999, 1874]",1.0,1.0,1.0
right lung opacity,"[True, True, False]","[2239, 430, 943]",1.0,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[3012, 1782, 2136]",1.0,1.0,1.0
right lung opacity,"[False, True, True]","[2348, 2534, 357]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, True, True]","[641, 667, 2082]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[3000, 3165, 899]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2578, 1944, 3013]",1.0,1.0,1.0
right lung opacity,"[True, False, True]","[228, 2035, 794]",0.8333333333333333,0.6666666666666666,1.0
right lung opacity,"[False, True, True]","[2021, 16, 3064]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, True, True]","[2640, 951, 1359]",1.0,1.0,1.0
right lung opacity,"[True, False, True]","[2446, 303, 4]",0.8333333333333333,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[1757, 3128, 1781]",1.0,1.0,1.0
right lung opacity,"[False, True, True]","[1665, 2371, 371]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, True, True]","[1340, 1025, 929]",1.0,1.0,1.0
right lung opacity,"[True, True, False]","[2387, 2504, 1877]",1.0,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[198, 2534, 1817]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[13, 1338, 266]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1939, 843, 2188]",1.0,1.0,1.0
right lung opacity,"[False, False, True]","[982, 1994, 212]",0.3333333333333333,0.3333333333333333,0.3333333333333333
right lung opacity,"[True, False, True]","[678, 1147, 1169]",0.8333333333333333,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[3134, 2019, 2607]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[266, 1203, 1971]",1.0,1.0,1.0
right lung opacity,"[False, True, False]","[2968, 1593, 1596]",0.5,0.3333333333333333,0.5
right lung opacity,"[True, True, True]","[1812, 1696, 862]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[96, 1660, 2595]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[108, 1931, 2954]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[801, 1785, 109]",1.0,1.0,1.0
right lung opacity,"[True, False, True]","[1523, 1235, 2107]",0.8333333333333333,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[214, 2044, 1237]",1.0,1.0,1.0
right lung opacity,"[False, True, True]","[1483, 1744, 1154]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, True, True]","[1547, 2283, 2126]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[480, 3105, 3185]",1.0,1.0,1.0
right lung opacity,"[False, True, True]","[1385, 2297, 2612]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, True, False]","[1169, 309, 1147]",1.0,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[1340, 89, 541]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2269, 1706, 1010]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2762, 568, 2842]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2202, 1908, 2419]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[540, 26, 21]",1.0,1.0,1.0
right lung opacity,"[True, False, True]","[967, 151, 1228]",0.8333333333333333,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[3165, 1159, 243]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[223, 2625, 1647]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1155, 2635, 1308]",1.0,1.0,1.0
right lung opacity,"[False, True, True]","[3011, 1641, 1009]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[False, True, False]","[2776, 2743, 518]",0.5,0.3333333333333333,0.5
right lung opacity,"[True, True, True]","[1127, 2940, 657]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1170, 266, 3053]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2829, 387, 1497]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[178, 930, 947]",1.0,1.0,1.0
right lung opacity,"[True, True, False]","[166, 2025, 1788]",1.0,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[1222, 2523, 1307]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[588, 1239, 1259]",1.0,1.0,1.0
right lung opacity,"[True, False, False]","[2785, 129, 3089]",1.0,0.3333333333333333,1.0
right lung opacity,"[True, True, True]","[1804, 2884, 1634]",1.0,1.0,1.0
right lung opacity,"[False, False, True]","[1060, 1755, 444]",0.3333333333333333,0.3333333333333333,0.3333333333333333
right lung opacity,"[True, True, True]","[1972, 2993, 2039]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2294, 2039, 650]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2378, 1664, 2484]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1485, 548, 1935]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2387, 2589, 1468]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1508, 2475, 1592]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[67, 962, 13]",1.0,1.0,1.0
right lung opacity,"[True, True, False]","[1977, 3095, 393]",1.0,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[2859, 568, 1881]",1.0,1.0,1.0
right lung opacity,"[False, True, False]","[1673, 1813, 1611]",0.5,0.3333333333333333,0.5
right lung opacity,"[True, True, False]","[146, 949, 2675]",1.0,0.6666666666666666,1.0
right lung opacity,"[False, False, True]","[104, 852, 462]",0.3333333333333333,0.3333333333333333,0.3333333333333333
right lung opacity,"[False, True, True]","[1665, 867, 2154]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, True, True]","[1838, 2163, 2246]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1837, 1965, 1944]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[426, 1978, 1413]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2828, 2878, 1517]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1448, 872, 438]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[779, 622, 2994]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[848, 2746, 2993]",1.0,1.0,1.0
right lung opacity,"[False, True, True]","[939, 958, 1509]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, True, False]","[2417, 1993, 1360]",1.0,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[1610, 3149, 817]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2829, 343, 3059]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[3141, 514, 2690]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2085, 1859, 2178]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1684, 1447, 839]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2922, 1270, 180]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1830, 1854, 824]",1.0,1.0,1.0
right lung opacity,"[False, True, False]","[1287, 196, 1027]",0.5,0.3333333333333333,0.5
right lung opacity,"[True, True, True]","[1940, 1048, 2613]",1.0,1.0,1.0
right lung opacity,"[False, False, True]","[3047, 1410, 1169]",0.3333333333333333,0.3333333333333333,0.3333333333333333
right lung opacity,"[True, True, True]","[2085, 2863, 679]",1.0,1.0,1.0
right lung opacity,"[True, True, False]","[1981, 2193, 378]",1.0,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[32, 2969, 1166]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2017, 1532, 2128]",1.0,1.0,1.0
right lung opacity,"[False, True, True]","[590, 1726, 2552]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, False, True]","[555, 2281, 2864]",0.8333333333333333,0.6666666666666666,1.0
right lung opacity,"[False, False, True]","[2875, 557, 1417]",0.3333333333333333,0.3333333333333333,0.3333333333333333
right lung opacity,"[True, True, True]","[2129, 441, 2669]",1.0,1.0,1.0
right lung opacity,"[False, True, True]","[255, 1383, 2032]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, False, True]","[2085, 2109, 1149]",0.8333333333333333,0.6666666666666666,1.0
right lung opacity,"[False, True, False]","[1597, 175, 1753]",0.5,0.3333333333333333,0.5
right lung opacity,"[True, True, True]","[229, 2271, 1931]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1836, 1868, 2428]",1.0,1.0,1.0
right lung opacity,"[False, True, True]","[1788, 3078, 2702]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[False, False, True]","[1865, 2081, 780]",0.3333333333333333,0.3333333333333333,0.3333333333333333
right lung opacity,"[True, True, True]","[1149, 1843, 2319]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[762, 2625, 1270]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[144, 13, 1237]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[938, 189, 1507]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[21, 1566, 2175]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2450, 1564, 139]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[1034, 1752, 3058]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2376, 3168, 1615]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[38, 859, 1680]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2799, 872, 2305]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2586, 893, 780]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[99, 2818, 57]",1.0,1.0,1.0
right lung opacity,"[True, False, True]","[1034, 607, 1097]",0.8333333333333333,0.6666666666666666,1.0
right lung opacity,"[False, True, True]","[1930, 496, 1362]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, True, True]","[31, 163, 2372]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2231, 492, 1531]",1.0,1.0,1.0
right lung opacity,"[True, False, True]","[1405, 1078, 1411]",0.8333333333333333,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[1891, 331, 3110]",1.0,1.0,1.0
right lung opacity,"[False, True, True]","[792, 1220, 2508]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, True, False]","[956, 2991, 755]",1.0,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[408, 966, 1595]",1.0,1.0,1.0
right lung opacity,"[True, True, False]","[1736, 2799, 335]",1.0,0.6666666666666666,1.0
right lung opacity,"[True, True, True]","[1080, 165, 1341]",1.0,1.0,1.0
right lung opacity,"[False, True, True]","[2031, 1124, 2651]",0.5833333333333333,0.6666666666666666,0.5
right lung opacity,"[True, True, True]","[453, 1212, 706]",1.0,1.0,1.0
right lung opacity,"[True, True, True]","[2139, 342, 246]",1.0,1.0,1.0
